dataelement,shortname,code,dataelementuid,dataelementdesc
"HTS_TST (N, DSD, Index/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, DSD, Index/Age<10/Result) TARGET",HTC_TST_N_DSD_Index_Agelt10_Result_TARGET,xq9H4OS3mpD,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, Index/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, Index/Agg Age/Sex/Result) TARGET",HTC_TST_N_DSD_Index_Agg_Age_Sex_Result_TARGET,XOlZTGnAW7X,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, Inpat/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, Inpat/Age>10/Sex/Result) TARGET",HTC_TST_N_DSD_Inpat_Agegt10_Sex_Result_TARGET,llfyJRZwfWS,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, Inpat/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, DSD, Inpat/Age<10/Result) TARGET",HTC_TST_N_DSD_Inpat_Agelt10_Result_TARGET,bAfJSGolzSn,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, Inpat/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, Inpat/Agg Age/Sex/Result) TARGET",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result_TARGET,BorXO44ewqB,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, Malnutrition/Result/<5) TARGET: HTS received results","HTS_TST (N, DSD, Malnutrition/Result/<5) TARGET",HTC_TST_N_DSD_Malnutrition_Result_lt5_TARGET,Xse4tXJFdq1,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, OtherPITC/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, OtPITC/Age>10/Sex/Result) TARGET",HTC_TST_N_DSD_OtPITC_Agegt10_Sex_Result_TARGET,M8ffMkaCv3b,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, OtherPITC/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, DSD, OtPITC/Age<10/Result) TARGET",HTC_TST_N_DSD_OtPITC_Agelt10_Result_TARGET,Q6X8KR1Rd88,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, OtherPITC/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, OtPITC/Agg Age/Sex/Result) TARGET",HTC_TST_N_DSD_OtPITC_Agg_Age_Sex_Result_TARGET,zGbjDdzp3ns,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, Pediatric/Result/<5) TARGET: HTS received results","HTS_TST (N, DSD, Pediatric/Result/<5) TARGET",HTC_TST_N_DSD_Pediatric_Result_lt5_TARGET,KOlozGiUBVQ,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, PMTCT ANC/Age/Female/Result) TARGET: HTS received results","HTS_TST (N, DSD, PMTCTANC/Age/F/Result) TARGET",HTC_TST_N_DSD_PMTCTANC_Age_F_Result_TARGET,iBWNVnrhgu1,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, PMTCT ANC/Aggregated Age/Female/Result) TARGET: HTS received results","HTS_TST (N, DSD, PMTCTANC/Agg Age/F/Result) TARGET",HTC_TST_N_DSD_PMTCTANC_Agg_Age_F_Result_TARGET,f9n7Wp3dlaR,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, TBClinic/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, TBC/Age>10/Sex/Result) TARGET",HTC_TST_N_DSD_TBC_Agegt10_Sex_Result_TARGET,C8NUaI40yoa,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, TBClinic/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, DSD, TBC/Age<10/Result) TARGET",HTC_TST_N_DSD_TBC_Agelt10_Result_TARGET,w6ROqGLCZAh,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, TBClinic/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, TBC/Agg Age/Sex/Result) TARGET",HTC_TST_N_DSD_TBC_Agg_Age_Sex_Result_TARGET,nMGqJJFU6pq,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, VCT/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, VCT/Age>10/Sex/Result) TARGET",HTC_TST_N_DSD_VCT_Agegt10_Sex_Result_TARGET,cfmOmZEfkmj,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, VCT/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, DSD, VCT/Age<10/Result) TARGET",HTC_TST_N_DSD_VCT_Agelt10_Result_TARGET,TMILSAgi5B2,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, VCT/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, DSD, VCT/Agg Age/Sex/Result) TARGET",HTC_TST_N_DSD_VCT_Agg_Age_Sex_Result_TARGET,da2Ijhf1V12,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, VMMC/Age/Male/Result) TARGET: HTS received results","HTS_TST (N, DSD, VMMC/Age/M/Result) TARGET",HTC_TST_N_DSD_VMMC_Age_M_Result_TARGET,smTzDQJWZ6r,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, DSD, VMMC/Aggregated Age/Male/Result) TARGET: HTS received results","HTS_TST (N, DSD, VMMC/Agg Age/M/Result) TARGET",HTC_TST_N_DSD_VMMC_Agg_Age_M_Result_TARGET,EiGkC7XCO82,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, Index/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, Index/Age>10/Sex/Result) TARGET",HTC_TST_N_TA_Index_Agegt10_Sex_Result_TARGET,EX7PmkmPenq,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, Index/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, TA, Index/Age<10/Result) TARGET",HTC_TST_N_TA_Index_Agelt10_Result_TARGET,s5KRUGUWeey,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, Index/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, Index/Agg Age/Sex/Result) TARGET",HTC_TST_N_TA_Index_Agg_Age_Sex_Result_TARGET,GGKZ73xglKS,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, Inpat/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, Inpat/Age>10/Sex/Result) TARGET",HTC_TST_N_TA_Inpat_Agegt10_Sex_Result_TARGET,Fjydaq26qqB,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, Inpat/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, TA, Inpat/Age<10/Result) TARGET",HTC_TST_N_TA_Inpat_Agelt10_Result_TARGET,sZCijPblz30,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, Inpat/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, Inpat/Agg Age/Sex/Result) TARGET",HTC_TST_N_TA_Inpat_Agg_Age_Sex_Result_TARGET,LERa3rawqN3,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, Malnutrition/Result/<5) TARGET: HTS received results","HTS_TST (N, TA, Malnutrition/Result/<5) TARGET",HTC_TST_N_TA_Malnutrition_Result_lt5_TARGET,GRrP43iKySx,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, OtherPITC/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, OtPITC/Age>10/Sex/Result) TARGET",HTC_TST_N_TA_OtPITC_Agegt10_Sex_Result_TARGET,SMxx3AMSswI,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, OtherPITC/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, TA, OtPITC/Age<10/Result) TARGET",HTC_TST_N_TA_OtPITC_Agelt10_Result_TARGET,KowVc1onTyE,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, OtherPITC/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, OtPITC/Agg Age/Sex/Result) TARGET",HTC_TST_N_TA_OtPITC_Agg_Age_Sex_Result_TARGET,heTFRI94K9G,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, Pediatric/Result/<5) TARGET: HTS received results","HTS_TST (N, TA, Pediatric/Result/<5) TARGET",HTC_TST_N_TA_Pediatric_Result_lt5_TARGET,qDCzQmbJuN4,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, PMTCT ANC/Age/Female/Result) TARGET: HTS received results","HTS_TST (N, TA, PMTCTANC/Age/F/Result) TARGET",HTC_TST_N_TA_PMTCTANC_Age_F_Result_TARGET,GhIJIGJToLT,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, PMTCT ANC/Aggregated Age/Female/Result) TARGET: HTS received results","HTS_TST (N, TA, PMTCTANC/Agg Age/F/Result) TARGET",HTC_TST_N_TA_PMTCTANC_Agg_Age_F_Result_TARGET,nsKuQ9ppQGX,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, TBClinic/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, TBC/Age>10/Sex/Result) TARGET",HTC_TST_N_TA_TBC_Agegt10_Sex_Result_TARGET,UBzV0roAYFD,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, TBClinic/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, TA, TBC/Age<10/Result) TARGET",HTC_TST_N_TA_TBC_Agelt10_Result_TARGET,U5j67eaWlN2,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, TBClinic/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, TBC/Agg Age/Sex/Result) TARGET",HTC_TST_N_TA_TBC_Agg_Age_Sex_Result_TARGET,ISmrVBI4qvs,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, VCT/AgeAboveTen/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, VCT/Age>10/Sex/Result) TARGET",HTC_TST_N_TA_VCT_Agegt10_Sex_Result_TARGET,C6BPpDnppTO,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, VCT/AgeLessThanTen/Result) TARGET: HTS received results","HTS_TST (N, TA, VCT/Age<10/Result) TARGET",HTC_TST_N_TA_VCT_Agelt10_Result_TARGET,cSScBhDqht0,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, VCT/Aggregated Age/Sex/Result) TARGET: HTS received results","HTS_TST (N, TA, VCT/Agg Age/Sex/Result) TARGET",HTC_TST_N_TA_VCT_Agg_Age_Sex_Result_TARGET,XdEIz7Z0EE8,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, VMMC/Age/Male/Result) TARGET: HTS received results","HTS_TST (N, TA, VMMC/Age/M/Result) TARGET",HTC_TST_N_TA_VMMC_Age_M_Result_TARGET,Qo02Vh4MouZ,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"HTS_TST (N, TA, VMMC/Aggregated Age/Male/Result) TARGET: HTS received results","HTS_TST (N, TA, VMMC/Agg Age/M/Result) TARGET",HTC_TST_N_TA_VMMC_Agg_Age_M_Result_TARGET,kFA9aYbNUIz,"Number of individuals who received HIV Testing Services (HTS) and received their test results."
"KP_MAT (N, DSD, Sex) TARGET v2: PWID on MAT","KP_MAT (N, DSD, Sex) TARGET v2",KP_MAT_N_DSD_Sex_TARGET_v2,wtpj8qDRtAM,"Number of people who inject drugs (PWID) who are receiving medication assisted therapy (MAT)."
"KP_MAT (N, TA, Sex) TARGET v2: PWID on MAT","KP_MAT (N, TA, Sex) TARGET v2",KP_MAT_N_TA_Sex_TARGET_v2,VYJCFsvKMTm,"Number of people who inject drugs (PWID) who are receiving medication assisted therapy (MAT)."
"LAB_PTCQI_LAB (N, NoApp, AccProgram) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, AccProgram) TARGET",LAB_PTCQI_LAB_N_NoApp_AccProgram_TARGET,T54oSZqSGqD,Accreditation
"LAB_PTCQI_LAB (N, NoApp, DoesNotMeetAcc) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, DoesNotMeetAcc) TARGET",LAB_PTCQI_LAB_N_NoApp_DoesNotMeetAcc_TARGET,Q01HpIfx3Uh,Accreditation
"LAB_PTCQI_LAB (N, NoApp, EIDParticipPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, EIDParticipPT) TARGET",LAB_PTCQI_LAB_N_NoApp_EIDParticipPT_TARGET,eYZRYT1ZaH9,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, EIDPassPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, EIDPassPT) TARGET",LAB_PTCQI_LAB_N_NoApp_EIDPassPT_TARGET,mlsdbsXq3gX,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, EIDPerfTest) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, EIDPerfTest) TARGET",LAB_PTCQI_LAB_N_NoApp_EIDPerfTest_TARGET,E5G45WEsBI0,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, FullyAccredited) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, FullyAccredited) TARGET",LAB_PTCQI_LAB_N_NoApp_FullyAccredited_TARGET,jQmZTRwKkvF,Accreditation
"LAB_PTCQI_LAB (N, NoApp, HIV DiagnosisParticipPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, HIVDiagParticipPT) TARGET",LAB_PTCQI_LAB_N_NoApp_HIVDiagParticipPT_TARGET,DdhXsxwJdHu,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, HIV DiagnosisPassPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, HIVDiagPassPT) TARGET",LAB_PTCQI_LAB_N_NoApp_HIVDiagPassPT_TARGET,IMfoNad4UsH,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, HIV DiagnosisPerfTest) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, HIVDiagPerfTest) TARGET",LAB_PTCQI_LAB_N_NoApp_HIVDiagPerfTest_TARGET,r152cuAezPu,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, HIV ViralLdParticipPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, HIV VLdParticipPT) TARGET",LAB_PTCQI_LAB_N_NoApp_HIV_VLdParticipPT_TARGET,woSvWs1kcbT,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, HIV ViralLdPassPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, HIV VLdPassPT) TARGET",LAB_PTCQI_LAB_N_NoApp_HIV_VLdPassPT_TARGET,JxWxPz8ewi0,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, HIV ViralLdPerfTest) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, HIV VLdPerfTest) TARGET",LAB_PTCQI_LAB_N_NoApp_HIV_VLdPerfTest_TARGET,gMz9mX28sjU,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TBAFBParticipPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TBAFBParticipPT) TARGET",LAB_PTCQI_LAB_N_NoApp_TBAFBParticipPT_TARGET,UOZFiGe54jm,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TBAFBPassPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TBAFBPassPT) TARGET",LAB_PTCQI_LAB_N_NoApp_TBAFBPassPT_TARGET,icWXjzjOR5h,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TBAFBPerfTest) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TBAFBPerfTest) TARGET",LAB_PTCQI_LAB_N_NoApp_TBAFBPerfTest_TARGET,uR4kIzE9CFd,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TB CultureParticipPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TB CultParticipPT) TARGET",LAB_PTCQI_LAB_N_NoApp_TB_CultParticipPT_TARGET,uSQT1mDQuvX,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TB CulturePassPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TB CultPassPT) TARGET",LAB_PTCQI_LAB_N_NoApp_TB_CultPassPT_TARGET,s026BPhhScz,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TB CulturePerfTest) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TB CultPerfTest) TARGET",LAB_PTCQI_LAB_N_NoApp_TB_CultPerfTest_TARGET,NXSh9wXd4di,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TB XpertParticipPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TBXptParticipPT) TARGET",LAB_PTCQI_LAB_N_NoApp_TBXptParticipPT_TARGET,MlDQKavAmT0,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TB XpertPassPT) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TBXptPassPT) TARGET",LAB_PTCQI_LAB_N_NoApp_TBXptPassPT_TARGET,CGwI26ROH7a,"Proficiency Testing"
"LAB_PTCQI_LAB (N, NoApp, TB XpertPerfTest) TARGET: LabSurvey","LAB_PTCQI_LAB (N, NoApp, TBXptPerfTest) TARGET",LAB_PTCQI_LAB_N_NoApp_TBXptPerfTest_TARGET,MQ6pjIWhpPk,"Proficiency Testing"
"LAB_PTCQI (N, NoApp, LabType) TARGET: LabSurvey","LAB_PTCQI (N, NoApp, LabType) TARGET",LAB_PTCQI_N_NoApp_LabType_TARGET,wNzjMgyhE9j,"Lab Type"
"LAB_PTCQI_POCT (N, NoApp, AccLevel) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, AccLevel) TARGET",LAB_PTCQI_POCT_N_NoApp_AccLevel_TARGET,skLQ7JJoDCQ,Accreditation
"LAB_PTCQI_POCT (N, NoApp, AccProgram) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, AccProgram) TARGET",LAB_PTCQI_POCT_N_NoApp_AccProgram_TARGET,oAl41V25E5t,Accreditation
"LAB_PTCQI_POCT (N, NoApp, EIDParticipPT) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, EIDParticipPT) TARGET",LAB_PTCQI_POCT_N_NoApp_EIDParticipPT_TARGET,P9jo58OAdWq,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, EIDPassPT) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, EIDPassPT) TARGET",LAB_PTCQI_POCT_N_NoApp_EIDPassPT_TARGET,vZJaTmAm9XB,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, EIDPerfTest) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, EIDPerfTest) TARGET",LAB_PTCQI_POCT_N_NoApp_EIDPerfTest_TARGET,zZ6GlxKZQcQ,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, HIVRTParticipPT) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, HIVRTParticipPT) TARGET",LAB_PTCQI_POCT_N_NoApp_HIVRTParticipPT_TARGET,UeSp2WI7VZX,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, HIVRTPassPT) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, HIVRTPassPT) TARGET",LAB_PTCQI_POCT_N_NoApp_HIVRTPassPT_TARGET,JoGMzmzfBIO,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, HIVRTPerfTest) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, HIVRTPerfTest) TARGET",LAB_PTCQI_POCT_N_NoApp_HIVRTPerfTest_TARGET,eCQiox4l9bG,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, HIV ViralLdParticipPT) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, HIVVLdParticipPT) TARGET",LAB_PTCQI_POCT_N_NoApp_HIVVLdParticipPT_TARGET,KFLnRjDeBjL,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, HIV ViralLdPassPT) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, HIVVLdPassPT) TARGET",LAB_PTCQI_POCT_N_NoApp_HIVVLdPassPT_TARGET,KkNMr34N9Nf,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, HIV ViralLdPerfTest) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, HIVVLdPerfTest) TARGET",LAB_PTCQI_POCT_N_NoApp_HIVVLdPerfTest_TARGET,WUccyXmPri1,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, TB XpertParticipPT) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, TBXptParticipPT) TARGET",LAB_PTCQI_POCT_N_NoApp_TBXptParticipPT_TARGET,eBt9Zt6eFFU,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, TB XpertPassPT) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, TBXptPassPT) TARGET",LAB_PTCQI_POCT_N_NoApp_TBXptPassPT_TARGET,lwMt83PnZoS,"Proficiency Testing"
"LAB_PTCQI_POCT (N, NoApp, TB XpertPerfTest) TARGET: POCT Survey","LAB_PTCQI_POCT (N, NoApp, TBXptPerfTest) TARGET",LAB_PTCQI_POCT_N_NoApp_TBXptPerfTest_TARGET,MFOrDk3LiNQ,"Proficiency Testing"
"PMTCT_ART (N, DSD, NewExistingArt) TARGET: ARVs","PMTCT_ART (N, DSD, MaternalRegimenType2017) TARGET",PMTCT_ART_N_DSD_MaternalRegimenType2017_TARGET,v2L1RflyOuY,"Number of HIV-positive pregnant women who received ART to reduce risk of mother-to-child-transmission during pregnancy."
"PMTCT_ART (N, TA, NewExistingArt) TARGET: ARVs","PMTCT_ART (N, TA, MaternalRegimenType2017) TARGET",PMTCT_ART_N_TA_MaternalRegimenType2017_TARGET,JWf6sYNoEWW,"Number of HIV-positive pregnant women who received ART to reduce risk of mother-to-child-transmission during pregnancy."
"PMTCT_EID (N, DSD, Age/HIVStatus) TARGET: Infant Testing","PMTCT_EID (N, DSD, Age/HIVStatus) TARGET",PMTCT_EID_N_DSD_Age_HIVStatus_TARGET,u5tcpeFbVWq,"Number of infants who had a virologic HIV test within 12 months of birth during the reporting period."
