dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","20-24, Female, Routine",RZ4fz0dG8tY,RZ4fz0dG8tY
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","20-24, Female, Targeted",WVVGBFjvDrA,WVVGBFjvDrA
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","20-24, Female, Undocumented Test Indication",gZeytMM6glb,gZeytMM6glb
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","20-24, Male, Routine",i6VspTiQhth,i6VspTiQhth
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","20-24, Male, Targeted",HgkzLfz2lv5,HgkzLfz2lv5
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","20-24, Male, Undocumented Test Indication",pHYBtV9MPRd,pHYBtV9MPRd
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","25-49, Female, Routine",znh544WeEYS,znh544WeEYS
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","25-49, Female, Targeted",THIIZUuaoqH,THIIZUuaoqH
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","25-49, Female, Undocumented Test Indication",qy475WBfPIE,qy475WBfPIE
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","25-49, Male, Routine",vuc4xPazwmI,vuc4xPazwmI
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","25-49, Male, Targeted",d9A4Bz1xENa,d9A4Bz1xENa
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","25-49, Male, Undocumented Test Indication",e4ZQoSB5nst,e4ZQoSB5nst
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","50+, Female, Routine",qPmkv1mV5Xb,qPmkv1mV5Xb
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","50+, Female, Targeted",sKV2ukDy16y,sKV2ukDy16y
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","50+, Female, Undocumented Test Indication",lu0WzqvyFiI,lu0WzqvyFiI
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","50+, Male, Routine",UUBEV3B8WEs,UUBEV3B8WEs
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","50+, Male, Targeted",riDTFhBPI0X,riDTFhBPI0X
"TX_PVLS (D, DSD, AgeAboveTen/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age>10/Sex/Indication)",TX_PVLS_D_DSD_Agegt10_Sex_Indication,yaa1JOxDEnG,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","50+, Male, Undocumented Test Indication",LH9pLh41FAo,LH9pLh41FAo
"TX_PVLS (D, DSD, AgeLessThanTen/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age<10/Indication)",TX_PVLS_D_DSD_Agelt10_Indication,OPmsmx2Rvz2,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","1-9, Routine",pr3BBNJwUAg,pr3BBNJwUAg
"TX_PVLS (D, DSD, AgeLessThanTen/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age<10/Indication)",TX_PVLS_D_DSD_Agelt10_Indication,OPmsmx2Rvz2,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","1-9, Targeted",Qv6wq9djg9W,Qv6wq9djg9W
"TX_PVLS (D, DSD, AgeLessThanTen/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age<10/Indication)",TX_PVLS_D_DSD_Agelt10_Indication,OPmsmx2Rvz2,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","1-9, Undocumented Test Indication",EJxq3sLN400,EJxq3sLN400
"TX_PVLS (D, DSD, AgeLessThanTen/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age<10/Indication)",TX_PVLS_D_DSD_Agelt10_Indication,OPmsmx2Rvz2,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<1, Routine",cV5U22wG5zB,cV5U22wG5zB
"TX_PVLS (D, DSD, AgeLessThanTen/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age<10/Indication)",TX_PVLS_D_DSD_Agelt10_Indication,OPmsmx2Rvz2,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<1, Targeted",wjS7YakVxjN,wjS7YakVxjN
"TX_PVLS (D, DSD, AgeLessThanTen/Indication): Viral Load Documented","TX_PVLS (D, DSD, Age<10/Indication)",TX_PVLS_D_DSD_Agelt10_Indication,OPmsmx2Rvz2,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<1, Undocumented Test Indication",e9oHXT1ovOB,e9oHXT1ovOB
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Routine, Female",S19fN7SLoUo,S19fN7SLoUo
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Routine, Female",y7yJFmYbY0s,y7yJFmYbY0s
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Routine, Male",pHgYAnTNDV8,pHgYAnTNDV8
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Routine, Male",jiQF9N4iYRy,jiQF9N4iYRy
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Routine, Unknown Sex",AO0VIO4QhJK,AO0VIO4QhJK
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Routine, Unknown Sex",ORwnX5kyZCf,ORwnX5kyZCf
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Targeted, Female",e6Nwq5Ej24l,e6Nwq5Ej24l
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Targeted, Female",zcjbSTz3qzS,zcjbSTz3qzS
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Targeted, Male",lfluPmseEWZ,lfluPmseEWZ
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Targeted, Male",Yf1Kd808l3A,Yf1Kd808l3A
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Targeted, Unknown Sex",kpUI4FS1mcV,kpUI4FS1mcV
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Targeted, Unknown Sex",xOfZ87cgXZW,xOfZ87cgXZW
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Undocumented Test Indication, Female",bv8ST9CcRJV,bv8ST9CcRJV
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Undocumented Test Indication, Female",pJ9nnmjtwEv,pJ9nnmjtwEv
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Undocumented Test Indication, Male",EhGDAeOXKyD,EhGDAeOXKyD
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Undocumented Test Indication, Male",C96Z25YR70D,C96Z25YR70D
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","<15, Undocumented Test Indication, Unknown Sex",PsBDk8e2XIC,PsBDk8e2XIC
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","15+, Undocumented Test Indication, Unknown Sex",KSS6zNGeqCF,KSS6zNGeqCF
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Routine, Female",RQdBV92c0dE,RQdBV92c0dE
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Routine, Male",Aneb6jj9Swn,Aneb6jj9Swn
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Routine, Unknown Sex",gYREzfcNMPz,gYREzfcNMPz
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Targeted, Female",cAmiM3hjfeD,cAmiM3hjfeD
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Targeted, Male",nf26IQAKilx,nf26IQAKilx
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Targeted, Unknown Sex",n0vnlGHv9LB,n0vnlGHv9LB
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Undocumented Test Indication, Female",LBZQUs5GnKz,LBZQUs5GnKz
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Undocumented Test Indication, Male",S9lN9G7j5TB,S9lN9G7j5TB
"TX_PVLS (D, DSD, Aggregated Age/Sex/Indication): Viral Load Documented","TX_PVLS (D, DSD, Aggregated Age/Sex/Ind)",TX_PVLS_D_DSD_Aggregated_Age_Sex_Ind,DkkvvGC9Xql,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Unknown Age, Undocumented Test Indication, Unknown Sex",vcEnkJxvCYc,vcEnkJxvCYc
"TX_PVLS (D, DSD, PregBF/Indication): Viral Load Documented","TX_PVLS (D, DSD, PregBF/Indication)",TX_PVLS_D_DSD_PregBF_Indication,eQdclZl2AoR,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Breastfeeding, Routine",jBJaVu6svtP,jBJaVu6svtP
"TX_PVLS (D, DSD, PregBF/Indication): Viral Load Documented","TX_PVLS (D, DSD, PregBF/Indication)",TX_PVLS_D_DSD_PregBF_Indication,eQdclZl2AoR,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Breastfeeding, Targeted",xxGho4palSB,xxGho4palSB
"TX_PVLS (D, DSD, PregBF/Indication): Viral Load Documented","TX_PVLS (D, DSD, PregBF/Indication)",TX_PVLS_D_DSD_PregBF_Indication,eQdclZl2AoR,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Breastfeeding, Undocumented Test Indication",k78k8hp9kxN,k78k8hp9kxN
"TX_PVLS (D, DSD, PregBF/Indication): Viral Load Documented","TX_PVLS (D, DSD, PregBF/Indication)",TX_PVLS_D_DSD_PregBF_Indication,eQdclZl2AoR,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Pregnant, Routine",b1veZoOczoR,b1veZoOczoR
"TX_PVLS (D, DSD, PregBF/Indication): Viral Load Documented","TX_PVLS (D, DSD, PregBF/Indication)",TX_PVLS_D_DSD_PregBF_Indication,eQdclZl2AoR,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Pregnant, Targeted",FR9ZDmeA4Az,FR9ZDmeA4Az
"TX_PVLS (D, DSD, PregBF/Indication): Viral Load Documented","TX_PVLS (D, DSD, PregBF/Indication)",TX_PVLS_D_DSD_PregBF_Indication,eQdclZl2AoR,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.","Pregnant, Undocumented Test Indication",poFe6w8ZgCs,poFe6w8ZgCs
"TX_PVLS (D, DSD, RoutineTargeted) v2: Viral Load Documented","TX_PVLS (D, DSD, RoutineTargeted) v2",TX_PVLS_D_DSD_RoutineTargeted_v2,NtwSTwGUYzt,"Number of adults and pediatric ART patients with a virual load result documented in the patient medical record and/or laboratory records in the past 12 months.",Routine,BbVowvSlJ23,BbVowvSlJ23
